gene_name,go_domain,go_annotation
YGR059W,Cellular component,membrane
YDL193W,Cellular component,endoplasm
YBR052C,Cellular component,cytoplasm
YBR052C,Cellular component,membrane
YNL088W,Cellular component,nucle
YER161C,Cellular component,nucle
YER161C,Cellular component,cytosol
YBR083W,Cellular component,nucle
YCR079W,Cellular component,membrane
YCR079W,Cellular component,mitochond
YDR164C,Cellular component,membrane
YPL181W,Cellular component,nucle
YDL106C,Cellular component,nucle
YDL106C,Cellular component,cytosol
YHR081W,Cellular component,nucle
YER056C,Cellular component,membrane
YML063W,Cellular component,cytosol
YML063W,Cellular component,ribosomal
YLR084C,Cellular component,membrane
YMR080C,Cellular component,mitochond
YMR037C,Cellular component,nucle
YMR037C,Cellular component,cytosol
YML121W,Cellular component,membrane
YML121W,Cellular component,nucle
YML121W,Cellular component,cytoplasm
YPR007C,Cellular component,nucle
YMR117C,Cellular component,nucle
YGR266W,Cellular component,membrane
YLR272C,Cellular component,nucle
YLR272C,Cellular component,nucleolus
YOR005C,Cellular component,nucle
YDL226C,Cellular component,endoplasm
YKL059C,Cellular component,nucle
YKL059C,Cellular component,cytosol
YGL092W,Cellular component,nucle
YGR136W,Cellular component,cytoplasm
YDR513W,Cellular component,mitochond
YDR513W,Cellular component,cytosol
YGL047W,Cellular component,cytoplasm
YGL047W,Cellular component,cytosol
YGL047W,Cellular component,membrane
YGL047W,Cellular component,endoplasm
YKL084W,Cellular component,membrane
YKL084W,Cellular component,mitochond
YDR175C,Cellular component,mitochond
YDR175C,Cellular component,ribosomal
YJL125C,Cellular component,nucle
YBR107C,Cellular component,nucle
YBL090W,Cellular component,mitochond
YBL090W,Cellular component,ribosomal
YPL049C,Cellular component,nucle
YNL122C,Cellular component,mitochond
YNL122C,Cellular component,ribosomal
YPL036W,Cellular component,membrane
YDR322W,Cellular component,mitochond
YDR322W,Cellular component,ribosomal
YOR350C,Cellular component,mitochond
YOR350C,Cellular component,nucle
YER142C,Cellular component,nucle
YGR036C,Cellular component,membrane
YGR036C,Cellular component,endoplasm
YDR536W,Cellular component,membrane
YAL001C,Cellular component,nucle
YAL054C,Cellular component,cytosol
YOL102C,Cellular component,nucle
YOL102C,Cellular component,cytoplasm
YMR305C,Cellular component,extracellular
YJL085W,Cellular component,membrane
YEL065W,Cellular component,cytoplasm
YEL055C,Cellular component,nucle
YEL055C,Cellular component,nucleolus
YML013W,Cellular component,membrane
YML013W,Cellular component,endoplasm
YNL207W,Cellular component,nucle
YNL207W,Cellular component,cytoplasm
YNL207W,Cellular component,cytosol
YDR428C,Cellular component,cellular_component
YOL008W,Cellular component,membrane
YOL008W,Cellular component,mitochond
YLR089C,Cellular component,mitochond
YER128W,Cellular component,cytoplasm
YLR061W,Cellular component,cytosol
YLR061W,Cellular component,ribosomal
YKL214C,Cellular component,nucle
YOL088C,Cellular component,endoplasm
YKR095W,Cellular component,nucle
YGR010W,Cellular component,nucle
YMR154C,Cellular component,cellular_component
YGL186C,Cellular component,membrane
YGL091C,Cellular component,nucle
YGL091C,Cellular component,cytoplasm
YGL091C,Cellular component,mitochond
YOR166C,Cellular component,nucle
YOR166C,Cellular component,cytoplasm
YGR285C,Cellular component,nucle
YGR285C,Cellular component,nucleolus
YGR285C,Cellular component,cytoplasm
YCL063W,Cellular component,membrane
YER048C,Cellular component,nucle
YBR031W,Cellular component,cytosol
YBR031W,Cellular component,ribosomal
YLR047C,Cellular component,membrane
YMR063W,Cellular component,membrane
YMR014W,Cellular component,nucle
YDR263C,Cellular component,mitochond
YFL016C,Cellular component,mitochond
YFL016C,Cellular component,membrane
YGR227W,Cellular component,membrane
YGR227W,Cellular component,endoplasm
YJL006C,Cellular component,nucle
YJL006C,Cellular component,nucleolus
YJL006C,Cellular component,cytosol
YOR281C,Cellular component,cytoplasm
YER095W,Cellular component,nucle
YML086C,Cellular component,mitochond
YML086C,Cellular component,membrane
YKR030W,Cellular component,membrane
YDL207W,Cellular component,nucle
YDL207W,Cellular component,cytoplasm
YLR211C,Cellular component,membrane
YBR122C,Cellular component,mitochond
YBR122C,Cellular component,ribosomal
YHR001W,Cellular component,cytoplasm
YHR001W,Cellular component,endoplasm
YDR477W,Cellular component,nucle
YDR477W,Cellular component,cytoplasm
YIL042C,Cellular component,mitochond
YKL010C,Cellular component,cytoplasm
YDR427W,Cellular component,nucle
YDR427W,Cellular component,cytosol
YGR177C,Cellular component,membrane
YGR177C,Cellular component,endoplasm
YIR019C,Cellular component,extracellular
YIR019C,Cellular component,membrane
YKL045W,Cellular component,nucle
YJR022W,Cellular component,nucle
YJR022W,Cellular component,nucleolus
YKL185W,Cellular component,nucle
YLL026W,Cellular component,nucle
YLL026W,Cellular component,cytoplasm
YGR082W,Cellular component,membrane
YGR082W,Cellular component,mitochond
YDR436W,Cellular component,cellular_component
YGR119C,Cellular component,nucle
YDR181C,Cellular component,nucle
YOL127W,Cellular component,cytosol
YOL127W,Cellular component,ribosomal
YAL020C,Cellular component,cytoplasm
YBR275C,Cellular component,nucle
YBL013W,Cellular component,mitochond
YOR187W,Cellular component,mitochond
YMR217W,Cellular component,cellular_component
YGL035C,Cellular component,nucle
YGL035C,Cellular component,cytoplasm
YDR494W,Cellular component,mitochond
YDR494W,Cellular component,ribosomal
YDR206W,Cellular component,cytoplasm
YMR239C,Cellular component,nucle
YMR239C,Cellular component,nucleolus
YLR028C,Cellular component,cytosol
YDR028C,Cellular component,cytoplasm
YIR006C,Cellular component,nucle
YIR006C,Cellular component,cytoplasm
YDL079C,Cellular component,cellular_component
YNL180C,Cellular component,membrane
YDR162C,Cellular component,cytoplasm
YBL069W,Cellular component,membrane
YOR129C,Cellular component,nucle
YOR129C,Cellular component,membrane
YBR010W,Cellular component,nucle
YKL119C,Cellular component,membrane
YKL119C,Cellular component,endoplasm
YPL016W,Cellular component,nucle
YHR042W,Cellular component,nucle
YHR042W,Cellular component,membrane
YHR042W,Cellular component,mitochond
YLR086W,Cellular component,nucle
YML030W,Cellular component,mitochond
YML030W,Cellular component,membrane
YML065W,Cellular component,nucle
YPR009W,Cellular component,nucle
YMR115W,Cellular component,membrane
YMR115W,Cellular component,mitochond
YDL126C,Cellular component,nucle
YDL126C,Cellular component,membrane
YDL126C,Cellular component,endoplasm
YDL126C,Cellular component,cytosol
YDL126C,Cellular component,mitochond
YDL126C,Cellular component,ribosomal
YGR264C,Cellular component,cytoplasm
YPL169C,Cellular component,cytoplasm
YPL169C,Cellular component,nucle
YGL090W,Cellular component,nucle
YLR270W,Cellular component,cytoplasm
YGR169C,Cellular component,cytoplasm
YGR169C,Cellular component,mitochond
YBR105C,Cellular component,membrane
YBR105C,Cellular component,cytoplasm
YDR456W,Cellular component,membrane
YDR324C,Cellular component,nucle
YDR324C,Cellular component,nucleolus
YJL072C,Cellular component,nucle
YOR112W,Cellular component,cytoplasm
YOR112W,Cellular component,nucle
YPR132W,Cellular component,cytosol
YPR132W,Cellular component,ribosomal
YNL175C,Cellular component,nucle
YNL175C,Cellular component,nucleolus
YOR356W,Cellular component,mitochond
YGR152C,Cellular component,membrane
YAR027W,Cellular component,nucle
YGL221C,Cellular component,cytoplasm
YGL221C,Cellular component,mitochond
YGR034W,Cellular component,cytosol
YGR034W,Cellular component,ribosomal
YDR538W,Cellular component,nucle
YDR538W,Cellular component,cytoplasm
YDR538W,Cellular component,mitochond
YDR501W,Cellular component,nucle
YOL104C,Cellular component,nucle
YAL056W,Cellular component,membrane
YBR250W,Cellular component,cellular_component
YPL134C,Cellular component,mitochond
YPL134C,Cellular component,membrane
YJL087C,Cellular component,membrane
YJL087C,Cellular component,nucle
YPL143W,Cellular component,cytosol
YPL143W,Cellular component,ribosomal
YGL174W,Cellular component,nucle
YOR216C,Cellular component,membrane
YEL057C,Cellular component,cellular_component
YBL036C,Cellular component,cellular_component
YGR183C,Cellular component,mitochond
YPR191W,Cellular component,mitochond
YDL049C,Cellular component,extracellular
YNL272C,Cellular component,cytosol
YBR048W,Cellular component,cytosol
YBR048W,Cellular component,ribosomal
YKR081C,Cellular component,nucle
YKR081C,Cellular component,nucleolus
YIL065C,Cellular component,membrane
YIL065C,Cellular component,mitochond
YOL031C,Cellular component,membrane
YOL031C,Cellular component,mitochond
YOL031C,Cellular component,nucle
YOL031C,Cellular component,endoplasm
YNL258C,Cellular component,nucle
YNL258C,Cellular component,endoplasm
YKL216W,Cellular component,cytoplasm
YKL216W,Cellular component,membrane
YDR458C,Cellular component,nucle
YNL098C,Cellular component,nucle
YNL098C,Cellular component,mitochond
YNL098C,Cellular component,membrane
YNL098C,Cellular component,endoplasm
YKR097W,Cellular component,cytosol
YML102W,Cellular component,nucle
YML102W,Cellular component,cytosol
YDR049W,Cellular component,mitochond
YDR049W,Cellular component,membrane
YDR049W,Cellular component,endoplasm
YDR049W,Cellular component,cytosol
YER100W,Cellular component,membrane
YER100W,Cellular component,endoplasm
YJL026W,Cellular component,nucle
YJL026W,Cellular component,cytoplasm
YBL075C,Cellular component,cytosol
YOR160W,Cellular component,nucle
YOR160W,Cellular component,cytoplasm
YMR170C,Cellular component,cytoplasm
YCL061C,Cellular component,nucle
YDR101C,Cellular component,nucle
YDR101C,Cellular component,nucleolus
YDR101C,Cellular component,cytoplasm
YDR101C,Cellular component,cytosol
YDR101C,Cellular component,ribosomal
YBR066C,Cellular component,nucle
YMR061W,Cellular component,nucle
YMR061W,Cellular component,mitochond
YMR061W,Cellular component,cytosol
YNL061W,Cellular component,nucle
YNL061W,Cellular component,nucleolus
YGL068W,Cellular component,mitochond
YGL068W,Cellular component,ribosomal
YGL068W,Cellular component,nucle
YFL014W,Cellular component,cytosol
YFL014W,Cellular component,membrane
YDR265W,Cellular component,membrane
YER136W,Cellular component,cellular_component
YKL178C,Cellular component,membrane
YDR352W,Cellular component,membrane
YML051W,Cellular component,nucle
YML051W,Cellular component,cytoplasm
YHR184W,Cellular component,membrane
YCR098C,Cellular component,membrane
YKR036C,Cellular component,mitochond
YIL040W,Cellular component,nucle
YIL040W,Cellular component,endoplasm
YIL040W,Cellular component,membrane
YDR471W,Cellular component,cytosol
YDR471W,Cellular component,ribosomal
YLR344W,Cellular component,cytosol
YLR344W,Cellular component,ribosomal
YLR449W,Cellular component,nucle
YML123C,Cellular component,membrane
YPL075W,Cellular component,nucle
YBR142W,Cellular component,nucle
YBR142W,Cellular component,nucleolus
YGR175C,Cellular component,endoplasm
YDR012W,Cellular component,cytosol
YDR012W,Cellular component,ribosomal
YOL152W,Cellular component,membrane
YOR371C,Cellular component,membrane
YJR104C,Cellular component,nucle
YJR104C,Cellular component,membrane
YJR104C,Cellular component,mitochond
YJR104C,Cellular component,cytosol
YBL011W,Cellular component,endoplasm
YDR183W,Cellular component,cellular_component
YDR138W,Cellular component,nucle
YOR317W,Cellular component,membrane
YAL022C,Cellular component,membrane
YOL078W,Cellular component,cytoplasm
YOL078W,Cellular component,membrane
YGL153W,Cellular component,membrane
YNL291C,Cellular component,endoplasm
YNL291C,Cellular component,membrane
YOR185C,Cellular component,nucle
YOR244W,Cellular component,nucle
YEL003W,Cellular component,cytoplasm
YDR503C,Cellular component,membrane
YGL049C,Cellular component,cytoplasm
YPR052C,Cellular component,nucle
YDR446W,Cellular component,nucle
YAR002W,Cellular component,nucle
YAR002W,Cellular component,cytosol
YDR026C,Cellular component,nucle
YDR026C,Cellular component,nucleolus
YOL012C,Cellular component,nucle
YPL262W,Cellular component,mitochond
YPL262W,Cellular component,cytosol
YDR160W,Cellular component,membrane
YLR289W,Cellular component,mitochond
YJL103C,Cellular component,nucle
YNL308C,Cellular component,nucle
YNL308C,Cellular component,nucleolus
YPR112C,Cellular component,nucle
YPR112C,Cellular component,nucleolus
YHR085W,Cellular component,nucle
YHR085W,Cellular component,cytosol
YML067C,Cellular component,membrane
YML067C,Cellular component,endoplasm
YLR080W,Cellular component,membrane
YOR058C,Cellular component,nucle
YKR017C,Cellular component,cellular_component
YLR413W,Cellular component,membrane
YDL120W,Cellular component,mitochond
YGL021W,Cellular component,cellular_component
YHR167W,Cellular component,nucle
YKL146W,Cellular component,membrane
YKL080W,Cellular component,membrane
YGL096W,Cellular component,nucle
YFL055W,Cellular component,membrane
YKL160W,Cellular component,nucle
YJL129C,Cellular component,membrane
YMR026C,Cellular component,membrane
YJL074C,Cellular component,nucle
YNL177C,Cellular component,mitochond
YNL177C,Cellular component,ribosomal
YDR326C,Cellular component,mitochond
YDR326C,Cellular component,endoplasm
YPR134W,Cellular component,mitochond
YHL020C,Cellular component,nucle
YHL020C,Cellular component,endoplasm
YHL020C,Cellular component,membrane
YIL009W,Cellular component,cellular_component
YFR042W,Cellular component,membrane
YFR042W,Cellular component,endoplasm
YOR066W,Cellular component,nucle
YOR066W,Cellular component,cytoplasm
YOR354C,Cellular component,mitochond
YGR032W,Cellular component,membrane
YJR145C,Cellular component,cytosol
YJR145C,Cellular component,ribosomal
YGL076C,Cellular component,cytoplasm
YGL076C,Cellular component,cytosol
YGL076C,Cellular component,ribosomal
YGR132C,Cellular component,mitochond
YGR132C,Cellular component,membrane
YBR256C,Cellular component,cellular_component
YGR109C,Cellular component,cellular_component
YKL073W,Cellular component,endoplasm
YJL081C,Cellular component,nucle
YMR318C,Cellular component,cellular_component
YCL018W,Cellular component,cytosol
YGR181W,Cellular component,membrane
YGR181W,Cellular component,mitochond
YBL030C,Cellular component,membrane
YBL030C,Cellular component,mitochond
YNL270C,Cellular component,membrane
YIL089W,Cellular component,endoplasm
YOL033W,Cellular component,mitochond
YBR238C,Cellular component,cytoplasm
YBR238C,Cellular component,membrane
YBR238C,Cellular component,mitochond
YGL058W,Cellular component,nucle
YGL058W,Cellular component,cytoplasm
YKR099W,Cellular component,nucle
YDR519W,Cellular component,membrane
YDR519W,Cellular component,endoplasm
YER102W,Cellular component,cytosol
YER102W,Cellular component,ribosomal
YER019W,Cellular component,mitochond
YER019W,Cellular component,endoplasm
YER019W,Cellular component,membrane
YGL135W,Cellular component,cytosol
YGL135W,Cellular component,ribosomal
YLR129W,Cellular component,nucle
YLR129W,Cellular component,nucleolus
YGR232W,Cellular component,nucle
YGR232W,Cellular component,cytosol
YMR172W,Cellular component,nucle
YCR034W,Cellular component,endoplasm
